Origin Document,Part In Document,File,Addendum,Part,Section,Section Title,Entity-Long,Entity,Programme,Programme Title,Subprogramme,Description,Link,Symbol,Full Document Symbol,Source
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Promoting social integration through social inclusion,https://docs.un.org/en/A/RES/80/181,80/181,A/RES/80/181,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Follow-up to the Fourth World Conference on Women and full implementation of the Beijing Declaration and Platform for Action and the outcome of the twenty-third special session of the General Assembly,https://docs.un.org/en/A/RES/80/186,80/186,A/RES/80/186,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Protection of migrants,https://docs.un.org/en/A/RES/80/218,80/218,A/RES/80/218,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",,https://docs.un.org/en/S/RES/1325(2000),1325 (2000),S/RES/1325(2000),Security Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",The role of the United Nations system in implementing the internationally agreed goals and commitments in regard to gender equality and the empowerment of women,https://docs.un.org/en/E/RES/2011/5,2011/5,E/RES/2011/5,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development","Addressing inequalities and challenges to social inclusion through fiscal, wage and social protection policies",https://docs.un.org/en/E/RES/2019/6,2019/6,E/RES/2019/6,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Affordable housing and social protection systems for all to address homelessness,https://docs.un.org/en/E/RES/2020/7,2020/7,E/RES/2020/7,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Fostering social development and social justice through social policies to accelerate progress on the implementation of the 2030 Agenda for Sustainable Development and to achieve the overarching goal of poverty eradication,https://docs.un.org/en/E/RES/2024/6,2024/6,E/RES/2024/6,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Mainstreaming a gender perspective into all policies and programmes in the United Nations system,https://docs.un.org/en/E/RES/2025/4,2025/4,E/RES/2025/4,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development","Modalities for the fifth review and appraisal of the Madrid International Plan of Action on Ageing, 2002",https://docs.un.org/en/E/RES/2025/8,2025/8,E/RES/2025/8,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Muscat Declaration: Towards the Achievement of Gender justice in the Arab Region (2016),,Muscat Declaration: Towards the Achievement of Gender justice in the Arab Region (2016),,Economic and Social Commission for Western Asia declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",The role of participation and social justice in achieving sustainable development,,304 (XXVII),,Economic and Social Commission for Western Asia declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,Strengthening the links between all modes of transport to achieve the Sustainable Development Goals,https://docs.un.org/en/A/RES/78/148,78/148,A/RES/78/148,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,International financial system and development,https://docs.un.org/en/A/RES/80/122,80/122,A/RES/80/122,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,External debt sustainability and development,https://docs.un.org/en/A/RES/80/123,80/123,A/RES/80/123,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,Promotion of international cooperation to combat illicit financial flows and strengthen good practices on assets return to foster sustainable development,https://docs.un.org/en/A/RES/80/126,80/126,A/RES/80/126,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,Promotion of inclusive and effective international tax cooperation at the United Nations,https://docs.un.org/en/A/RES/80/128,80/128,A/RES/80/128,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,Follow-up to and implementation of the outcomes of the International Conferences on Financing for Development,https://docs.un.org/en/A/RES/80/129,80/129,A/RES/80/129,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,United Nations Decade of Sustainable Transport 2026–2035,https://docs.un.org/en/A/RES/80/132,80/132,A/RES/80/132,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,Development cooperation with middle-income countries,https://docs.un.org/en/A/RES/80/149,80/149,A/RES/80/149,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 3 – Shared economic prosperity,Establishment of a technical committee on liberalization of foreign trade and economic globalization in the countries of the ESCWA region,,214 (XIX),,Economic and Social Commission for Western Asia resolutions
